http://www.nytimes.com/2013/11/12/sports/basketball/rockets-go-2-overtimes-to-end-skid.html "Rockets Go 2 Overtimes to End Skid" "Jeremy Lin score 31 points off the bench, and Dwight Howard had a double-double to help the Rockets end a two-game losing streak and win over the Raptors."
http://www.nytimes.com/2013/11/12/sports/football/football-roundup.html "Buccaneers&#8217; First Win of the Season Adds to the Dolphins&#8217; Woes" "Saying he was appalled by claims that lineman Jonathan Martin was bullied, Stephen Ross promised major locker-room changes but backed his head coach, Joe Philbin."
http://www.nytimes.com/2013/11/12/sports/tennis/two-year-doping-penalty.html "Two-Year Doping Penalty" "The Spanish player Nuria Llagostera Vives was suspended for two years after testing positive for methamphetamine last summer."
http://www.nytimes.com/2013/11/12/sports/soccer/messi-is-hurt-again.html "Messi Is Hurt Again" "Barcelona’s Lionel Messi had his third leg injury of the season, and this time, he needs six to eight weeks to recover, the team said."
http://www.nytimes.com/2013/11/12/sports/ncaabasketball/two-wins-for-uconn.html "Two Wins for UConn" "Bria Hartley had 20 points to help the No. 1 Connecticut women beat No. 3 Stanford, and in men’s play, Shabazz Napier put up a triple-double to lead the Huskies to a win over Yale."
http://www.nytimes.com/2013/11/12/sports/hockey/stamkos-break-a-leg-in-game-against-boston.html "Stamkos Breaks Leg in Game Against Boston" "Tampa Bay’s star center, Steven Stamkos, was wheeled off the ice with a right leg injury after crashing into a goal post against Boston in a 3-0 loss."
http://www.nytimes.com/2013/11/12/sports/football/after-watching-rivals-jets-turn-focus-to-the-bills.html "After Watching Rivals, Jets Turn Focus to the Bills" "Rex Ryan exhorted to players to build on last week’s victory over the Saints and to focus on the short term, on Sunday’s game at Buffalo."
http://www.nytimes.com/2013/11/12/sports/basketball/on-holiday-a-local-lesson-for-the-nets.html "Nets Polish Up Their Brooklyn" "Before a coming three-game trip, the Nets held an open practice at Fort Hamilton in Brooklyn, and learned some history about the borough they now call home."
http://www.nytimes.com/2013/11/12/sports/football/giants-face-big-decision-over-nickss-future.html "Giants Face Big Decision Over Nicks’s Future" "Hakeem Nicks has been a productive receiver in recent years, but with no touchdowns this season, he may be losing value to the team."
http://www.nytimes.com/2013/11/12/sports/hockey/revitalized-line-boosts-rangers-offense.html "Revitalized Line Boosts Rangers’ Offense" "The line combination of Derek Stepan, Chris Kreider and Mats Zuccarello has provided a huge offensive boost for the surging Rangers."
http://www.nytimes.com/2013/11/12/sports/basketball/knicks-scrimmage-hard-and-seek-answers.html "Knicks Scrimmage Hard and Seek Answers" "With members of the front office watching, the Knicks held a tough practice a day after a 31-point loss to the Spurs that dropped them to 2-4."
http://www.nytimes.com/2013/11/12/sports/tennis/djokovics-win-in-final-is-not-the-last-word.html "Djokovic Wins Final, but It’s Not Last Word" "Novak Djokovic beat Rafael Nadal in the finale of the ATP World Tour Finals on Monday, and now new debate may emerge over who should end the season as No. 1."
http://www.nytimes.com/2013/11/12/sports/running-in-the-dazzle-of-neon.html "Running in the Dazzle of Neon" "Some find the trend obnoxious, but bright shoes and gear are becoming ubiquitous on running circuits around the world."
http://www.nytimes.com/2013/11/12/sports/baseball/three-yankees-turn-down-offers.html "Maneuvering Begins as Three Yankees Rebuff Offers " "The fates of Curtis Granderson, Hiroki Kuroda and Robinson Cano are uncertain after all three turned down initial offers from the Yankees."
http://www.nytimes.com/2013/11/12/sports/coffee-deliveryman-makes-strides-in-marathon-running.html "A Marathoner’s Many Hurdles" "Idrissa Kargbo of Sierra Leone has an audacious goal of becoming an elite marathoner, though he has more than a few obstacles to overcome."
http://www.nytimes.com/2013/11/12/sports/baseball/twins-moving-mauer-to-first-base.html "For Health&#8217;s Sake, Mauer Will Move to First Base" "After taking a beating during his 10 seasons behind the plate for the Minnesota Twins, he &#8212; and others &#8212; see it as &#8220;a smart move.&#8221;"
http://www.nytimes.com/2013/11/12/sports/baseball/braves-plan-to-leave-atlanta-for-nearby-suburbs.html "Braves Plan to Leave Turner Field for Suburbs" "The proposed $672 million stadium would be built in suburban Cobb County and would be paid for by the team and the county."
http://www.nytimes.com/2013/11/12/sports/soccer/us-sets-roster-for-scotland-and-austria-games.html "U.S. Sets Roster for Scotland and Austria Games" "Coach Jurgen Klinsmann on Monday announced a 23-man roster for two international friendly matches that was a mix of M.L.S. players and European-based pros."
http://www.nytimes.com/2013/11/11/sports/rugby/11iht-rugby11.html "No End to Wales's Futility Against Southern Hemisphere" "Wales's 24-15 loss to South Africa was its 17th consecutive defeat to a major opponent from south of the Equator."
http://www.nytimes.com/2013/11/11/sports/football/week-10-nfl-quick-hits-a-broncos-offense-that-builds.html "Week 10 N.F.L. Quick Hits: A Broncos Offense That Builds" "Demaryius Thomas’s three touchdowns were a microcosm of the greatness of  Denver’s  offense, and New Orleans set a record for first downs."
http://www.nytimes.com/2013/11/11/sports/basketball/game-to-watch-pacers-streak-toward-chicago.html "Game to Watch: Pacers Streak Toward Chicago" "Indiana (7-0) is off to its best start; as for the Bulls, Derrick Rose remains a work in progress."
http://www.nytimes.com/2013/11/11/sports/football/days-best-in-the-nfl.html "Day’s Best in the N.F.L." "The top performers and key injuries in Week 10 of the N.F.L. season."
http://www.nytimes.com/slideshow/2013/11/11/sports/WeekInPictures.html "Photo Replay: Nov. 3-9" "Sometimes, to surpass the competition, an athlete must strive for elevation, literally."
http://www.nytimes.com/2013/11/11/sports/us-speedskaters-win-at-world-cup.html "U.S. Speedskaters Win at World Cup" "Tucker Fredricks won the men’s 500 meters and Heather Richardson took the women’s 1,000 meters in a World Cup speedskating event."
http://www.nytimes.com/2013/11/11/sports/autoracing/johnson-widens-lead-as-kenseth-struggles.html "Johnson Widens Lead as Kenseth Struggles" "Jimmie Johnson took control of Nascar’s championship battle after a disastrous performance by Matt Kenseth at Phoenix International Raceway."
http://www.nytimes.com/2013/11/11/sports/golf/kirk-takes-win-at-mcgladrey-classic.html "Kirk Takes Win at McGladrey Classic" "Chris Kirk survived a wild back nine to win the McGladrey Classic on St. Simons Island, Ga., with help from a big mistake by Briny Baird."
